Year,Date,Uhrzeit,Date_Uhrzeit,Wetter,Temp_Celcius,Wind_kmperhour,Luftfeuchte,Barometer_hPa
2017,2017-04-23,22:20:00,2017-04-23 22:20:00,Vorüberziehende Wolken.,5,13.0,0.76,1021
2017,2017-04-23,22:50:00,2017-04-23 22:50:00,Heiter.,4,9.0,0.81,1021
2017,2017-04-23,23:50:00,2017-04-23 23:50:00,Vorüberziehende Wolken.,4,11.0,0.81,1020
2016,2016-04-17,00:20:00,2016-04-17 00:20:00,Vorüberziehende Wolken.,6,13.0,0.81,1002
2016,2016-04-17,00:50:00,2016-04-17 00:50:00,Vorüberziehende Wolken.,6,15.0,0.81,1003
2016,2016-04-17,01:50:00,2016-04-17 01:50:00,Vorüberziehende Wolken.,5,15.0,0.87,1003
2016,2016-04-17,02:20:00,2016-04-17 02:20:00,Vorüberziehende Wolken.,6,13.0,0.81,1003
2016,2016-04-17,02:50:00,2016-04-17 02:50:00,Vorüberziehende Wolken.,6,15.0,0.87,1003
2016,2016-04-17,03:20:00,2016-04-17 03:20:00,Vorüberziehende Wolken.,5,19.0,0.93,1003
2016,2016-04-17,03:50:00,2016-04-17 03:50:00,Vorüberziehende Wolken.,5,17.0,0.87,1003
2016,2016-04-17,04:20:00,2016-04-17 04:20:00,Vorüberziehende Wolken.,5,15.0,0.87,1004
2016,2016-04-17,04:50:00,2016-04-17 04:50:00,Vorüberziehende Wolken.,5,13.0,0.87,1004
2016,2016-04-17,05:20:00,2016-04-17 05:20:00,Vorüberziehende Wolken.,5,15.0,0.93,1004
2016,2016-04-17,05:50:00,2016-04-17 05:50:00,Vorüberziehende Wolken.,5,13.0,0.87,1004
2016,2016-04-17,06:20:00,2016-04-17 06:20:00,Vorüberziehende Wolken.,5,11.0,0.87,1004
2016,2016-04-17,06:50:00,2016-04-17 06:50:00,Vorüberziehende Wolken.,5,13.0,0.87,1004
2016,2016-04-17,07:20:00,2016-04-17 07:20:00,Vorüberziehende Wolken.,5,13.0,0.87,1004
2016,2016-04-17,07:50:00,2016-04-17 07:50:00,Vorüberziehende Wolken.,6,15.0,0.81,1005
2016,2016-04-17,08:20:00,2016-04-17 08:20:00,Vorüberziehende Wolken.,6,19.0,0.81,1005
2016,2016-04-17,08:50:00,2016-04-17 08:50:00,Vorüberziehende Wolken.,7,17.0,0.76,1005
2016,2016-04-17,09:20:00,2016-04-17 09:20:00,Vorüberziehende Wolken.,8,22.0,0.71,1006
2016,2016-04-17,10:20:00,2016-04-17 10:20:00,Heiter.,9,24.0,0.62,1006
2016,2016-04-17,10:50:00,2016-04-17 10:50:00,Teilweise sonnig.,8,20.0,0.66,1007
2016,2016-04-17,11:20:00,2016-04-17 11:20:00,Heiter.,9,19.0,0.58,1007
2016,2016-04-17,11:50:00,2016-04-17 11:50:00,Heiter.,9,22.0,0.62,1007
2016,2016-04-17,12:20:00,2016-04-17 12:20:00,Nieselschauer. Heiter.,9,28.0,0.62,1008
2016,2016-04-17,12:50:00,2016-04-17 12:50:00,Nieselschauer. Heiter.,9,26.0,0.58,1008
2016,2016-04-17,13:20:00,2016-04-17 13:20:00,Nieselschauer. Heiter.,10,20.0,0.62,1008
2016,2016-04-17,13:50:00,2016-04-17 13:50:00,Wolkig.,9,32.0,0.58,1009
2016,2016-04-17,14:20:00,2016-04-17 14:20:00,Heiter.,10,30.0,0.58,1009
2016,2016-04-17,14:50:00,2016-04-17 14:50:00,Einzelne Schauer. Teilweise sonnig.,9,24.0,0.62,1010
2016,2016-04-17,15:20:00,2016-04-17 15:20:00,Heiter.,11,33.0,0.5,1010
2016,2016-04-17,15:50:00,2016-04-17 15:50:00,Heiter.,11,32.0,0.47,1010
2016,2016-04-17,16:20:00,2016-04-17 16:20:00,Vorüberziehende Wolken.,10,30.0,0.5,1011
2016,2016-04-17,16:50:00,2016-04-17 16:50:00,Vorüberziehende Wolken.,11,30.0,0.54,1011
2016,2016-04-17,17:20:00,2016-04-17 17:20:00,Vorüberziehende Wolken.,10,33.0,0.5,1011
2016,2016-04-17,17:50:00,2016-04-17 17:50:00,Heiter.,9,24.0,0.62,1011
2016,2016-04-17,18:20:00,2016-04-17 18:20:00,Vorüberziehende Wolken.,10,28.0,0.54,1012
2016,2016-04-17,18:50:00,2016-04-17 18:50:00,Vorüberziehende Wolken.,9,28.0,0.62,1012
2016,2016-04-17,19:20:00,2016-04-17 19:20:00,Vorüberziehende Wolken.,9,26.0,0.58,1013
2016,2016-04-17,19:50:00,2016-04-17 19:50:00,Vorüberziehende Wolken.,8,22.0,0.62,1013
2016,2016-04-17,20:20:00,2016-04-17 20:20:00,Vorüberziehende Wolken.,8,24.0,0.62,1013
2016,2016-04-17,20:50:00,2016-04-17 20:50:00,Vorüberziehende Wolken.,7,17.0,0.66,1014
2016,2016-04-17,21:20:00,2016-04-17 21:20:00,Vorüberziehende Wolken.,7,15.0,0.66,1014
2016,2016-04-17,21:50:00,2016-04-17 21:50:00,Heiter.,6,13.0,0.76,1015
2016,2016-04-17,22:20:00,2016-04-17 22:20:00,Heiter.,6,9.0,0.76,1015
2016,2016-04-17,22:50:00,2016-04-17 22:50:00,Vorüberziehende Wolken.,5,9.0,0.81,1015
2016,2016-04-17,23:20:00,2016-04-17 23:20:00,Heiter.,5,9.0,0.81,1015
